Date,maj_clas,Air_Temp,Albedo,APCP,DLW,DSW,Emissiv,LAI,PRES,Sk_Temp,SPFH,U,V,Area,Obs
11/5/2002,8,263.6209892,0.350472313,4.887907942,207.8582725,115.0138853,248,0.0140625,74055.16235,260.915212,0.002191147,3.622944712,-0.337244087,333.15,10
11/6/2002,8,262.8287227,0.350125188,4.468138262,213.6142066,89.96745176,249,0.015625,73905.91251,260.8552259,0.001953967,2.149744114,-1.971241232,333.15,9
11/7/2002,8,259.3879037,0.34982575,0,181.3495628,135.8858306,249,0.0171875,73990.0152,257.1197459,0.001526847,2.115419097,-2.541026909,333.15,8
11/8/2002,8,257.7445256,0.349099066,0,171.8528017,138.8872541,248,0.01875,74166.26839,255.6979326,0.001248145,-0.819513768,-2.275143988,333.15,7
11/9/2002,8,256.0163506,0.348305622,0,160.9991947,159.3078239,250,0.0203125,74219.10269,251.3911845,0.000876895,0.168690022,-0.032621562,333.15,6.4
11/10/2002,8,257.6896072,0.34730873,0.233205378,203.6268984,131.5538087,248,0.021875,73888.71721,256.3743121,0.001235381,2.698192619,-0.246369166,333.15,6.6
11/11/2002,8,261.8138235,0.346794394,0.002495202,212.2307933,131.6207553,249,0.0234375,74026.38516,257.6145255,0.001962596,4.484652978,0.382373646,333.15,6.4
11/12/2002,8,264.7737723,0.346175158,0,215.9261868,147.8953397,250,0.025,74154.59213,261.6589788,0.002449712,3.889443436,1.093210189,333.15,6.54
11/13/2002,8,264.3161268,0.345244388,0,164.6381502,172.0781056,250,0.0234375,74312.15691,262.3690211,0.002029894,0.954070712,1.540251143,333.15,6.6
11/14/2002,8,266.5792746,0.344225876,0,177.5328561,164.2248505,248,0.021875,74475.0104,261.9698817,0.001862836,-1.253015054,2.582477646,333.15,7
11/15/2002,8,269.0872241,0.343676576,4.867178575,264.4459492,104.3802799,249,0.0203125,73850.78215,266.0534573,0.003246561,-0.900367896,2.778454936,333.15,7.4
11/16/2002,8,272.5858006,0.344388665,5.985220819,282.5839294,79.16158147,249,0.01875,73813.14219,271.6738434,0.004628391,3.760396729,0.785852539,333.15,7.8
11/17/2002,8,272.1592011,0.342345275,0.010748561,223.5629912,170.2028256,249,0.0171875,74213.38772,269.8337123,0.004298033,1.437476029,-0.010324696,333.15,8.2
11/18/2002,8,272.5105527,0.340576518,7.385412778,251.3622798,129.8577115,249,0.015625,74021.32598,264.8673045,0.003840411,1.907069766,3.47222494,333.15,8.4
11/19/2002,8,270.6911349,0.344787025,3.033973174,216.2916699,146.0376061,249.3333333,0.0140625,74352.37444,266.3841839,0.003081766,3.970825395,0.541138844,333.15,8
11/20/2002,8,269.4866963,0.344194828,1.522264898,229.5947011,154.6462435,249.6666667,0.0125,74193.04223,262.1264896,0.003084389,3.285884566,-0.194505761,333.15,8.4
11/21/2002,8,267.7746281,0.343544771,0.11785029,185.3953642,183.8778738,250,0.0125,74255.64779,260.9621487,0.002697465,0.100327897,1.297776731,333.15,8
11/22/2002,8,269.4114563,0.342524056,0.366218815,215.6084725,175.3403577,250,0.0125,74097.5048,261.194622,0.00295499,1.993722039,0.423192585,333.15,7.8
11/23/2002,8,272.5149353,0.343674536,7.729750595,266.0603926,163.0314724,250,0.0125,74063.09581,267.4254436,0.004234317,6.024160358,-0.02509597,333.15,8.2
11/24/2002,8,270.2722929,0.347774842,14.70729389,251.9146311,153.4625663,250,0.0125,73440.57262,267.1245867,0.003541659,7.073320643,-1.237428041,333.15,8.4
11/25/2002,8,265.4103526,0.349527677,8.771017405,252.2044583,107.7463788,250,0.0125,73356.01727,262.0831127,0.00227356,5.126031746,-0.766394765,333.15,7.4
11/26/2002,8,262.5452534,0.349388617,0,167.1794731,193.7060649,250,0.0125,73539.78727,257.1505953,0.001346689,-1.80364686,0.797088943,333.15,6.2
11/27/2002,8,264.4825535,0.348971723,3.174664155,188.4657818,193.4936369,250,0.0125,73462.01536,261.4542185,0.001948816,-1.615667011,-0.927375254,333.15,6.8
11/28/2002,8,266.0184061,0.348293461,1.681190044,214.9946369,179.4969317,250,0.0125,73244.30502,261.659174,0.002378871,0.99051505,-0.591378768,333.15,7.2
11/29/2002,8,266.674908,0.347288419,0,221.7203248,181.3395261,249,0.0125,73407.44482,261.5470689,0.002829734,1.623664452,-0.489883245,333.15,7.4
11/30/2002,8,265.3047704,0.346282962,0,206.7162379,185.7146621,249,0.0125,73440.66299,261.1903152,0.002509277,2.436180459,-1.020193553,333.15,7.8
12/1/2002,8,265.1891914,0.345742126,0.780038399,217.2159181,167.3839836,248,0.0125,73675.87732,261.1446387,0.002335645,0.504246649,-1.755694204,333.15,8
12/2/2002,8,263.9169025,0.346589823,0.132437622,182.3195165,197.4163417,248.5,0.0125,73902.63356,261.2327061,0.002332997,3.588563713,0.31317179,333.15,7.6
12/3/2002,8,265.862304,0.345923726,4.559501028,233.0494916,165.8843675,249,0.0125,73489.33541,262.243337,0.002515147,4.596073325,2.169969642,333.15,8
12/4/2002,8,266.2121601,0.348056337,1.65604609,236.1462847,184.0614871,249,0.0125,72991.62108,264.3606466,0.002551096,4.967194572,-1.509221072,333.15,7.8
12/5/2002,8,266.9836012,0.348197627,7.473704526,238.410976,176.3006344,249,0.0125,73170.50864,262.2347673,0.00292967,7.166106953,2.089475399,333.15,8.2
12/6/2002,8,270.7861365,0.349452846,10.68406926,267.578211,169.573427,249,0.0125,73398.4405,267.3379517,0.003623344,9.022840825,2.18991526,333.15,8.6
12/7/2002,8,273.0414148,0.352033739,8.159309143,275.3636957,178.3667973,249,0.0140625,73621.96257,268.525027,0.003978471,6.776319679,2.66787432,333.15,8.8
12/8/2002,8,273.3280991,0.352521577,3.10902116,245.9263632,182.8671093,249,0.015625,74171.45553,269.6556466,0.003616211,5.792834379,1.07983047,333.15,9
12/9/2002,8,273.78768,0.351596691,0.309404995,239.2434936,203.9610075,249,0.0171875,74411.34437,268.1946634,0.002931582,4.337092195,2.044385827,333.15,8.6
12/10/2002,8,274.3922546,0.349199363,0.225335896,270.7008278,129.262166,249,0.01875,74417.48241,270.8644619,0.004106334,4.455590278,-0.293634041,333.15,8.8
12/11/2002,8,276.4585614,0.345852216,0,276.984641,162.379473,249,0.0203125,74058.4221,271.9371268,0.004625968,5.43937948,0.539659317,333.15,9.02
12/12/2002,8,276.2537069,0.341202877,0,234.2073132,222.9358958,249,0.021875,74229.01152,271.0439758,0.004360589,3.921625138,1.290211152,333.15,10
12/13/2002,8,276.603491,0.336961751,0,219.0451008,235.0378154,248,0.0234375,74474.18506,271.618117,0.003850016,-0.921065273,4.067682402,333.15,11
12/14/2002,8,276.2744203,0.332498128,0.457197704,250.0967728,204.8497871,248,0.025,74038.7588,273.5897942,0.004343642,0.675055992,3.559005171,333.15,12
12/15/2002,8,274.7051305,0.329500992,0.943570072,239.8896949,196.0516984,248,0.0234375,73633.70921,270.6693751,0.003097793,-2.142650384,5.649432266,333.15,13.5
12/16/2002,8,272.3333774,0.330374595,0.946641089,242.5808577,209.5064411,248,0.021875,73342.40243,272.864315,0.003263811,2.049512187,-1.687635982,333.15,15
12/17/2002,8,270.6276912,0.334676258,8.150479968,263.996557,177.0313526,248,0.0203125,73089.23305,269.4103673,0.003056782,0.841386769,-6.709109185,333.15,18
12/18/2002,8,269.9580654,0.346313586,2.207869515,256.0916545,200.0614873,248.5,0.01875,73630.45345,269.655056,0.003345985,1.568178206,-4.87191306,333.15,20
12/19/2002,8,270.4710933,0.347532338,0.722264886,242.4821533,203.3434371,249,0.0171875,74160.27671,269.7055143,0.003273688,-0.384748886,-2.283789221,333.15,23
12/20/2002,8,272.681514,0.345757823,0.034165068,242.0335369,218.2740436,249.5,0.015625,74032.12572,270.1458092,0.003554311,1.202535207,-0.400695783,333.15,27
12/21/2002,8,271.5504919,0.343125641,0,219.6238756,240.4044502,250,0.0140625,74258.85557,268.9986235,0.003580878,3.158629286,-0.400871727,333.15,30
12/22/2002,8,274.603331,0.342068925,0,276.434729,189.4925732,249,0.0125,74398.60845,271.0035744,0.004342402,1.915411097,3.22780715,333.15,35
12/23/2002,8,274.1843611,0.338584158,1.654318643,271.5231406,176.9471875,249,0.0125,74126.11164,271.1590309,0.003478703,5.361676343,-0.137356048,333.15,38
12/24/2002,8,269.474916,0.336714276,0,206.6995472,243.2534745,248.5,0.0125,74187.1929,267.5026474,0.002153431,4.037660009,-1.581701879,333.15,36
12/25/2002,8,271.0060501,0.335752927,0.673896363,238.8988759,167.4384062,248,0.0125,74518.36692,266.3060373,0.002493258,3.81070863,1.923360553,333.15,35
12/26/2002,8,271.825204,0.34070945,22.3963535,271.2652392,196.0723238,248.6666667,0.0125,73821.62748,270.762207,0.003896473,6.698224668,0.090091172,333.15,38
12/27/2002,8,266.8133277,0.350038883,1.191938597,223.8217964,237.3259072,249.3333333,0.0125,73974.12028,266.286129,0.002364715,3.9620602,-5.240874998,333.15,40
12/28/2002,8,265.2551463,0.350842471,3.596737098,187.9290415,265.565647,250,0.0125,74721.5491,265.2034054,0.002098528,0.557917475,-2.559037146,333.15,47
12/29/2002,8,267.9927023,0.350228261,0.000767754,186.9719398,267.7752679,249,0.0125,75117.1969,264.040116,0.002684125,3.434620972,-1.568794009,333.15,50
12/30/2002,8,273.1661589,0.349197615,0,219.4893987,251.549364,248,0.0125,75263.33093,268.129289,0.003663867,2.993730051,-0.045209534,333.15,60
12/31/2002,8,275.6148634,0.34585081,0,229.7087686,255.49315,248,0.0140625,74510.10877,272.239947,0.003743834,1.555982109,3.932741581,333.15,70
1/1/2003,8,267.2415427,0.345148883,3.976199675,199.8798094,101.7555517,250,0.0125,74522.64555,267.1088314,0.002996441,2.970673429,-0.829150684,333.15,9
1/2/2003,8,267.8930542,0.344520569,0,245.933401,78.59912945,248,0.0125,74804.23544,259.4856097,0.002830942,1.460148774,2.240163181,333.15,8.6
1/3/2003,8,269.8889196,0.343426221,1.502879101,262.7374239,57.53233451,248.5,0.0125,74821.61388,263.5881379,0.00329844,2.445033626,1.129846466,333.15,8.8
1/4/2003,8,271.334417,0.34050718,0,266.009289,74.92252191,249,0.0125,74808.21097,264.7318331,0.003457126,2.663307781,1.774888062,333.15,9
1/5/2003,8,269.7269874,0.338589498,1.368522093,232.6113118,86.81700385,249,0.0125,74672.11692,265.4838905,0.003322105,2.41020477,-2.861276434,333.15,9.4
1/6/2003,8,265.8829374,0.339248007,0,175.6840797,101.4938835,249,0.0125,75373.93074,262.8812491,0.00185132,-1.323824396,-0.421033276,333.15,9.6
1/7/2003,8,266.0042346,0.33814222,0,171.5476273,105.8000576,248,0.0125,75309.59293,264.1472543,0.00137348,0.188755601,0.634876849,333.15,9.6
1/8/2003,8,267.0273872,0.335644703,0,171.4452201,108.1340867,248,0.0125,74578.59085,264.0399462,0.001497817,0.332877484,1.287156129,333.15,9.38
1/9/2003,8,264.7663587,0.333431381,0,172.0951081,108.1822233,248,0.0125,74263.63564,261.4445127,0.001561532,-1.19289829,1.599896057,333.15,9
1/10/2003,8,267.1556902,0.332572277,0.4278311,243.2637672,76.55236838,249,0.0125,74250.35829,261.1551584,0.003078999,0.52336853,2.079134708,333.15,8.6
1/11/2003,8,269.3246201,0.332507266,0,240.4088647,97.68057567,248.75,0.0125,74404.13468,266.5820268,0.003630014,1.81208416,0.288651636,333.15,8.2
1/12/2003,8,270.4930463,0.332255335,0,239.1465887,92.91716389,248.5,0.0125,74812.68634,267.8050454,0.003900768,1.431885818,2.218818011,333.15,8.4
1/13/2003,8,271.9425824,0.332039007,0,271.3104087,75.05440771,248.25,0.0125,75023.31254,264.0136286,0.003908461,2.514979244,1.904774501,333.15,8.8
1/14/2003,8,273.0238924,0.330019599,0,269.4943338,101.2644449,248,0.0125,74675.45585,265.9946747,0.004038827,0.839467383,2.578926782,333.15,9
1/15/2003,8,269.9301624,0.329181476,0.864107498,234.2713727,96.83171929,248,0.0125,74671.20122,265.9519812,0.003402615,3.870377537,-2.696953015,333.15,9.4
1/16/2003,8,267.5385037,0.33041437,0,230.1485879,104.7845105,248,0.0125,75088.47649,259.122399,0.002382845,1.372256898,0.225983689,333.15,9
1/17/2003,8,267.7995002,0.329390776,0,203.3057772,111.4157406,250,0.0125,74997.68794,259.6864414,0.002610285,1.995225558,-1.467778333,333.15,8.6
1/18/2003,8,268.1989403,0.328342382,0,200.874883,117.333503,249,0.0125,74750.69658,260.9401506,0.002677959,2.478526908,-0.661604296,333.15,8.4
1/19/2003,8,268.7048744,0.327114701,0,188.843293,119.9298642,250,0.0125,74679.3706,262.3247846,0.002810421,1.582565603,1.753958759,333.15,8.6
1/20/2003,8,269.6853847,0.325325625,0,200.0067208,120.5124698,248,0.0125,74301.8826,264.0223179,0.0032607,2.595641433,1.574496185,333.15,8.8
1/21/2003,8,273.103371,0.323621739,0,244.9199653,108.0805918,248.5,0.0125,74380.67978,265.3813636,0.004596553,3.416746692,1.519593753,333.15,9
1/22/2003,8,276.0511078,0.322832113,0,291.935617,104.3028726,249,0.0125,74749.34421,268.6486092,0.00569984,3.964291486,2.008853197,333.15,9.2
1/23/2003,8,275.950468,0.328655261,1.487332076,306.1135602,89.7851341,248,0.0125,74724.40259,270.8869432,0.005504342,2.84288232,1.353822797,333.15,9.4
1/24/2003,8,273.6202136,0.332890862,0,238.2162623,116.4698914,249,0.0125,74627.94306,265.4352271,0.004593298,1.662404055,0.03322137,333.15,9
1/25/2003,8,274.3508278,0.332168629,0.663339741,272.0427664,84.491428,248.6666667,0.0125,74892.99664,270.0761668,0.005265611,2.469105923,0.625535838,333.15,9.2
1/26/2003,8,276.7895435,0.333746019,0.131094052,279.8384879,106.9172601,248.3333333,0.0125,74924.3794,271.3608894,0.006090715,2.441978603,2.368434136,333.15,9.4
1/27/2003,8,278.3291308,0.332141955,5.437044227,323.5237012,73.34315528,248,0.0125,74378.45409,268.201107,0.00583231,3.471857057,2.671337212,333.15,9.6
1/28/2003,8,276.5655751,0.332030705,0.252783113,260.8300663,121.0730504,248,0.0125,74459.63132,272.1606566,0.005985668,2.940427107,-1.099424201,333.15,9.8
1/29/2003,8,273.8153592,0.33055189,0,242.408201,118.7088469,248,0.0125,74675.15595,262.7472776,0.00453674,1.800679809,1.459357028,333.15,10
1/30/2003,8,277.0287469,0.332032641,0,315.2691026,76.93532584,248,0.0125,74573.96993,267.4152775,0.006010668,5.775056068,2.246705088,333.15,10.5
1/31/2003,8,278.7383839,0.33734208,0,301.0494047,100.4793921,248,0.0125,74829.73209,274.0963713,0.006765283,4.453494948,3.10661393,333.15,11
2/1/2003,8,278.1394475,0.332547022,0.73800385,282.4792988,115.3162605,248,0.0125,73960.70537,271.5134424,0.004985988,3.803654887,2.574688138,333.15,12
2/2/2003,8,271.2331774,0.341081783,14.45470271,264.8972048,118.4453632,248,0.0125,73387.90147,270.7236118,0.00393658,3.278271002,-6.581534007,333.15,13
2/3/2003,8,263.6209892,0.350472313,4.887907942,207.8582725,115.0138853,248,0.0140625,74055.16235,260.915212,0.002191147,3.622944712,-0.337244087,333.15,10
2/4/2003,8,262.8287227,0.350125188,4.468138262,213.6142066,89.96745176,249,0.015625,73905.91251,260.8552259,0.001953967,2.149744114,-1.971241232,333.15,9
2/5/2003,8,259.3879037,0.34982575,0,181.3495628,135.8858306,249,0.0171875,73990.0152,257.1197459,0.001526847,2.115419097,-2.541026909,333.15,8
2/6/2003,8,257.7445256,0.349099066,0,171.8528017,138.8872541,248,0.01875,74166.26839,255.6979326,0.001248145,-0.819513768,-2.275143988,333.15,7
2/7/2003,8,256.0163506,0.348305622,0,160.9991947,159.3078239,250,0.0203125,74219.10269,251.3911845,0.000876895,0.168690022,-0.032621562,333.15,6.4
2/8/2003,8,257.6896072,0.34730873,0.233205378,203.6268984,131.5538087,248,0.021875,73888.71721,256.3743121,0.001235381,2.698192619,-0.246369166,333.15,6.6
2/9/2003,8,261.8138235,0.346794394,0.002495202,212.2307933,131.6207553,249,0.0234375,74026.38516,257.6145255,0.001962596,4.484652978,0.382373646,333.15,6.4
2/10/2003,8,264.7737723,0.346175158,0,215.9261868,147.8953397,250,0.025,74154.59213,261.6589788,0.002449712,3.889443436,1.093210189,333.15,6.54
2/11/2003,8,264.3161268,0.345244388,0,164.6381502,172.0781056,250,0.0234375,74312.15691,262.3690211,0.002029894,0.954070712,1.540251143,333.15,6.6
2/12/2003,8,266.5792746,0.344225876,0,177.5328561,164.2248505,248,0.021875,74475.0104,261.9698817,0.001862836,-1.253015054,2.582477646,333.15,7
2/13/2003,8,269.0872241,0.343676576,4.867178575,264.4459492,104.3802799,249,0.0203125,73850.78215,266.0534573,0.003246561,-0.900367896,2.778454936,333.15,7.4
2/14/2003,8,272.5858006,0.344388665,5.985220819,282.5839294,79.16158147,249,0.01875,73813.14219,271.6738434,0.004628391,3.760396729,0.785852539,333.15,7.8
2/15/2003,8,272.1592011,0.342345275,0.010748561,223.5629912,170.2028256,249,0.0171875,74213.38772,269.8337123,0.004298033,1.437476029,-0.010324696,333.15,8.2
2/16/2003,8,272.5105527,0.340576518,7.385412778,251.3622798,129.8577115,249,0.015625,74021.32598,264.8673045,0.003840411,1.907069766,3.47222494,333.15,8.4
2/17/2003,8,270.6911349,0.344787025,3.033973174,216.2916699,146.0376061,249.3333333,0.0140625,74352.37444,266.3841839,0.003081766,3.970825395,0.541138844,333.15,8
2/18/2003,8,269.4866963,0.344194828,1.522264898,229.5947011,154.6462435,249.6666667,0.0125,74193.04223,262.1264896,0.003084389,3.285884566,-0.194505761,333.15,8.4
2/19/2003,8,267.7746281,0.343544771,0.11785029,185.3953642,183.8778738,250,0.0125,74255.64779,260.9621487,0.002697465,0.100327897,1.297776731,333.15,8
2/20/2003,8,269.4114563,0.342524056,0.366218815,215.6084725,175.3403577,250,0.0125,74097.5048,261.194622,0.00295499,1.993722039,0.423192585,333.15,7.8
2/21/2003,8,272.5149353,0.343674536,7.729750595,266.0603926,163.0314724,250,0.0125,74063.09581,267.4254436,0.004234317,6.024160358,-0.02509597,333.15,8.2
2/22/2003,8,270.2722929,0.347774842,14.70729389,251.9146311,153.4625663,250,0.0125,73440.57262,267.1245867,0.003541659,7.073320643,-1.237428041,333.15,8.4
2/23/2003,8,265.4103526,0.349527677,8.771017405,252.2044583,107.7463788,250,0.0125,73356.01727,262.0831127,0.00227356,5.126031746,-0.766394765,333.15,7.4
2/24/2003,8,262.5452534,0.349388617,0,167.1794731,193.7060649,250,0.0125,73539.78727,257.1505953,0.001346689,-1.80364686,0.797088943,333.15,6.2
2/25/2003,8,264.4825535,0.348971723,3.174664155,188.4657818,193.4936369,250,0.0125,73462.01536,261.4542185,0.001948816,-1.615667011,-0.927375254,333.15,6.8
2/26/2003,8,266.0184061,0.348293461,1.681190044,214.9946369,179.4969317,250,0.0125,73244.30502,261.659174,0.002378871,0.99051505,-0.591378768,333.15,7.2
2/27/2003,8,266.674908,0.347288419,0,221.7203248,181.3395261,249,0.0125,73407.44482,261.5470689,0.002829734,1.623664452,-0.489883245,333.15,7.4
2/28/2003,8,265.3047704,0.346282962,0,206.7162379,185.7146621,249,0.0125,73440.66299,261.1903152,0.002509277,2.436180459,-1.020193553,333.15,7.8
3/1/2003,8,265.1891914,0.345742126,0.780038399,217.2159181,167.3839836,248,0.0125,73675.87732,261.1446387,0.002335645,0.504246649,-1.755694204,333.15,8
3/2/2003,8,263.9169025,0.346589823,0.132437622,182.3195165,197.4163417,248.5,0.0125,73902.63356,261.2327061,0.002332997,3.588563713,0.31317179,333.15,7.6
3/3/2003,8,265.862304,0.345923726,4.559501028,233.0494916,165.8843675,249,0.0125,73489.33541,262.243337,0.002515147,4.596073325,2.169969642,333.15,8
3/4/2003,8,266.2121601,0.348056337,1.65604609,236.1462847,184.0614871,249,0.0125,72991.62108,264.3606466,0.002551096,4.967194572,-1.509221072,333.15,7.8
3/5/2003,8,266.9836012,0.348197627,7.473704526,238.410976,176.3006344,249,0.0125,73170.50864,262.2347673,0.00292967,7.166106953,2.089475399,333.15,8.2
3/6/2003,8,270.7861365,0.349452846,10.68406926,267.578211,169.573427,249,0.0125,73398.4405,267.3379517,0.003623344,9.022840825,2.18991526,333.15,8.6
3/7/2003,8,273.0414148,0.352033739,8.159309143,275.3636957,178.3667973,249,0.0140625,73621.96257,268.525027,0.003978471,6.776319679,2.66787432,333.15,8.8
3/8/2003,8,273.3280991,0.352521577,3.10902116,245.9263632,182.8671093,249,0.015625,74171.45553,269.6556466,0.003616211,5.792834379,1.07983047,333.15,9
3/9/2003,8,273.78768,0.351596691,0.309404995,239.2434936,203.9610075,249,0.0171875,74411.34437,268.1946634,0.002931582,4.337092195,2.044385827,333.15,8.6
3/10/2003,8,274.3922546,0.349199363,0.225335896,270.7008278,129.262166,249,0.01875,74417.48241,270.8644619,0.004106334,4.455590278,-0.293634041,333.15,8.8
3/11/2003,8,276.4585614,0.345852216,0,276.984641,162.379473,249,0.0203125,74058.4221,271.9371268,0.004625968,5.43937948,0.539659317,333.15,9.02
3/12/2003,8,276.2537069,0.341202877,0,234.2073132,222.9358958,249,0.021875,74229.01152,271.0439758,0.004360589,3.921625138,1.290211152,333.15,10
3/13/2003,8,276.603491,0.336961751,0,219.0451008,235.0378154,248,0.0234375,74474.18506,271.618117,0.003850016,-0.921065273,4.067682402,333.15,11
3/14/2003,8,276.2744203,0.332498128,0.457197704,250.0967728,204.8497871,248,0.025,74038.7588,273.5897942,0.004343642,0.675055992,3.559005171,333.15,12
3/15/2003,8,274.7051305,0.329500992,0.943570072,239.8896949,196.0516984,248,0.0234375,73633.70921,270.6693751,0.003097793,-2.142650384,5.649432266,333.15,13.5
3/16/2003,8,272.3333774,0.330374595,0.946641089,242.5808577,209.5064411,248,0.021875,73342.40243,272.864315,0.003263811,2.049512187,-1.687635982,333.15,15
3/17/2003,8,270.6276912,0.334676258,8.150479968,263.996557,177.0313526,248,0.0203125,73089.23305,269.4103673,0.003056782,0.841386769,-6.709109185,333.15,18
